Car Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Car Age
MG ZS EV,5010,Electric,Auto,1,16.94,2
Renault Duster,120000,Diesel,Manual,1,2.65,10
Hyundai Tucson,57300,Diesel,Auto,2,6.5,8
Mahindra Thar,44200,Petrol,Manual,1,7.0,4
Mitsubishi Pajero Sport,830000,Diesel,Auto,1,5.47,10
Renault Captur,52190,Diesel,Manual,1,4.1,7
Renault Kwid,70650,Petrol,Manual,3,1.31,9
Maruti Wagon R 1.0,53060,Petrol,Manual,1,2.3,12
Hyundai i20,84970,Petrol,Manual,2,1.99,12
Maruti Wagon R 1.0,60630,Petrol,Manual,3,2.1,12
Maruti Alto K10,62720,Petrol,Manual,1,1.5,12
Hyundai Grand i10,52080,Petrol,Manual,2,3.47,8
Honda City,250000,Petrol,Manual,2,2.57,13
Honda Amaze,33060,Petrol,Manual,1,5.75,3
Hyundai i10,37790,Petrol,Manual,2,1.68,14
Maruti Alto 800,38860,Petrol,Manual,2,1.34,12
Honda City,83640,Diesel,Manual,3,3.5,11
Maruti Alto K10,53430,Petrol,Manual,2,1.4,15
Tata Nano,17230,Petrol,Manual,1,1.26,10
Hyundai i20,130000,Petrol,Manual,3,1.21,15
Hyundai Grand i10,13380,Petrol,Manual,1,3.59,8
Maruti Swift Dzire,74220,Diesel,Manual,5,1.2,14
Mahindra Xylo,150000,Diesel,Manual,4,1.29,15
Hyundai Elite i20,60400,Petrol,Manual,1,4.4,9
Hyundai Santro Xing,120000,Petrol,Manual,2,1.31,14
Maruti Wagon R 1.0,200000,Petrol,Manual,1,2.17,9
Maruti Swift Dzire,86430,Petrol,Manual,1,1.22,15
Skoda Rapid,37270000,Diesel,Auto,2,3.0,10
Hyundai i20,120000,Petrol,Manual,4,1.25,15
Hyundai Xcent,71700,Diesel,Manual,2,2.0,9
Maruti Swift,69100,Petrol,Manual,1,3.2,13
Maruti Wagon R 1.0,140000,Petrol,Manual,2,1.62,14
Maruti A Star,83220,Petrol,Manual,2,1.52,14
Maruti Alto K10,73380,Petrol,Manual,1,1.38,13
Skoda Rapid,41190,Petrol,Manual,2,6.5,4
Maruti Baleno,120000,Petrol,Manual,1,4.63,8
Maruti Swift Dzire,56300,Petrol,Manual,1,3.65,10
Maruti Ritz,60660,Petrol,Manual,3,1.19,15
Hyundai Eon,38870,Petrol,Manual,1,1.8,12
Renault TRIBER,24310,Petrol,Manual,2,4.1,6
Chevrolet Sail UVA,68720,Diesel,Manual,2,1.0,11
Maruti Dzire,87850,Petrol,Manual,1,5.29,4
Ford Ecosport,25890,Petrol,Manual,1,5.5,6
Honda WR-V,100000,Petrol,Manual,1,4.34,8
Maruti Alto K10,28310,Petrol,Manual,1,1.63,14
Hyundai Verna,96550,Diesel,Manual,2,2.8,13
Maruti Wagon R 1.0,39680,Petrol,Manual,2,2.37,9
Hyundai AURA,21540,Petrol,Manual,1,5.04,4
Hyundai NEW I20,56250,Petrol,Manual,1,6.47,4
Maruti New Wagon-R,8440,Petrol,Manual,2,4.55,4
Hyundai i20,44210,Petrol,Manual,3,1.4,15
Skoda Rapid,40000,Petrol,Manual,2,6.38,5
Mahindra Bolero,98240,Diesel,Manual,1,2.45,13
Renault TRIBER,100000,Petrol,Manual,1,4.75,5
Maruti Swift Dzire,100000,Diesel,Manual,2,2.8,8
Hyundai NEW SANTRO,37390,Petrol,Manual,1,3.45,7
Hyundai Verna,43630,Petrol,Manual,1,13.56,1
Ford Ecosport,82190,Diesel,Manual,1,4.1,8
Maruti Baleno,12820,Petrol,Manual,1,7.36,1
Honda Amaze,39080,Petrol,Manual,2,2.6,11
Toyota Etios Liva,12490,Petrol,Manual,1,2.4,11
Maruti S PRESSO,58060,Petrol,Manual,1,3.8,3
Honda WR-V,80150,Petrol,Manual,1,4.47,8
KIA CARENS,140000,Diesel,Manual,1,10.5,2
Honda Amaze,76000,Petrol,Auto,1,3.6,8
Honda Amaze,41860,Petrol,Manual,1,2.65,12
Ford Ecosport,150000,Diesel,Manual,3,2.8,11
Hyundai Creta,170000,Diesel,Manual,1,7.09,6
Hyundai Grand i10,25960,Petrol,Manual,1,3.4,10
Maruti Swift,76450,Diesel,Manual,1,3.36,11
Ssangyong Rexton,87980,Diesel,Auto,3,3.2,12
Hyundai Grand i10,38140,Petrol,Manual,2,3.59,9
Mahindra Thar,4000,Petrol,Auto,1,12.5,1
Ford Endeavour,130000,Diesel,Manual,3,3.55,15
Renault TRIBER,2230,Petrol,Manual,1,7.4,1
BMW X3,200000,Diesel,Auto,3,4.71,14
Honda Amaze,34650,Petrol,Manual,2,6.99,2
Hyundai VENUE,29690,Diesel,Manual,1,11.21,2
Renault Duster,48300,Petrol,Manual,1,3.29,9
Honda WR-V,57310,Petrol,Manual,1,7.0,4
Honda Brio,35150,Petrol,Manual,1,2.99,12
Toyota Innova Crysta,170000,Diesel,Manual,1,14.11,8
Toyota YARIS,58900,Petrol,Manual,1,6.0,6
Mahindra XUV500,220000,Diesel,Manual,2,2.67,13
Maruti Vitara Brezza,100000,Petrol,Manual,1,6.9,5
Tata Harrier,33780,Diesel,Manual,1,13.5,5
Skoda Octavia,140000,Diesel,Auto,1,4.3,12
Hyundai NEW I20,26920,Petrol,Manual,1,7.06,4
Maruti XL6,21930,Petrol,Auto,1,12.15,3
Toyota Innova,120000,Diesel,Manual,3,3.29,12
Toyota Innova Crysta,170000,Diesel,Manual,1,11.5,9
Toyota URBAN CRUISER,87920,Petrol,Manual,1,7.0,4
Chevrolet Cruze,140000,Diesel,Manual,2,3.5,11
Maruti Baleno,5250,Petrol,Auto,1,8.21,3
KIA SONET,16400,Diesel,Manual,1,9.0,2
Hyundai Eon,32770,Petrol,Manual,1,2.72,7
KIA SONET,1570,Diesel,Manual,1,11.5,1
Jeep Compass,44920,Diesel,Manual,1,10.0,7
Maruti Dzire,37640,Petrol,Auto,1,7.09,2
Maruti BREZZA,22450,Petrol,Manual,1,10.71,1
MG HECTOR,83720,Petrol,Manual,1,9.23,4
Mahindra XUV300,17870,Petrol,Manual,1,8.0,3
Tata Harrier,45060,Diesel,Manual,1,17.02,3
KIA SONET,52880,Diesel,Auto,1,9.26,4
Hyundai Verna,10000,Petrol,Manual,1,13.3,2
Renault Duster,86270,Diesel,Manual,1,3.59,11
Renault Kwid,52220,Petrol,Manual,2,3.5,4
Maruti Grand Vitara,2440,Petrol,Auto,1,16.95,0
Maruti Vitara Brezza,95740,Diesel,Auto,1,6.06,7
Honda Amaze,70670,Diesel,Manual,1,9.5,4
Mahindra XUV300,19910,Diesel,Manual,1,8.59,2
Tata ALTROZ,43730,Diesel,Manual,1,8.37,3
Hyundai Verna,36100,Petrol,Manual,1,9.1,5
Renault Captur,34750,Diesel,Manual,1,6.4,7
KIA SELTOS,91370,Diesel,Auto,1,12.0,5
Mahindra SCORPIO CLASSIC,30610,Diesel,Manual,1,16.97,2
Hyundai Creta,140000,Diesel,Manual,1,7.14,10
CITROEN C3 AIRCROSS,7270,Petrol,Manual,1,9.5,2
Tata NEXON EV,15690,Electric,Auto,1,13.5,3
Maruti S Cross,44800,Petrol,Manual,1,7.42,3
Skoda Superb,80700,Petrol,Auto,1,16.95,7
Maruti S Cross,49570,Petrol,Manual,1,7.5,4
Toyota Innova Crysta,83490,Diesel,Manual,1,15.68,6
Tata Harrier,93210,Diesel,Manual,1,14.75,3
Hyundai NEW I20,40940,Petrol,Manual,1,6.34,3
Jeep Compass,81900,Diesel,Manual,1,10.5,7
ISUZU MU-X,110000,Diesel,Auto,1,13.5,7
KIA SELTOS,82330,Diesel,Auto,2,14.0,4
Hyundai Verna,77150,Diesel,Manual,3,2.56,14
Ford Figo Aspire,58390,Diesel,Manual,2,3.46,10
Honda Amaze,71990,Diesel,Manual,2,2.34,11
Hyundai Verna,130000,Diesel,Manual,2,2.56,11
Datsun Redi Go,47490,Petrol,Manual,2,1.57,8
Hyundai i20,89340,Petrol,Manual,2,1.15,15
Volkswagen VIRTUS,83060,Petrol,Auto,1,12.0,2
Maruti Swift,42460,Petrol,Manual,1,4.6,5
Hyundai Grand i10,94890,Diesel,Manual,2,2.91,8
Hyundai i20,90330,Petrol,Manual,3,2.29,12
Hyundai i20,73790,Petrol,Manual,2,2.5,15
Honda Brio,79180,Petrol,Manual,1,2.7,10
Nissan Micra,130000,Diesel,Manual,2,1.53,15
Volkswagen Vento,68970,Petrol,Manual,3,1.27,14
Hyundai VENUE,70530,Diesel,Manual,1,6.42,6
Ford Fiesta,94930,Diesel,Manual,2,1.8,14
Hyundai i20,81490,Petrol,Manual,1,1.75,14
Hyundai i20,51800,Petrol,Manual,2,1.0,15
Maruti Baleno,21990,Petrol,Manual,1,5.96,2
Ford Figo,110000,Diesel,Manual,1,1.35,12
Maruti Swift Dzire,53500,Petrol,Manual,1,4.7,10
Ford Ecosport,110000,Diesel,Manual,4,2.74,11
Datsun Redi Go,28730,Petrol,Manual,1,2.23,7
Maruti S Cross,110000,Diesel,Manual,2,5.43,8
Maruti Ciaz,76920,Diesel,Manual,3,3.71,10
Toyota Innova Crysta,229999,Diesel,Manual,1,15.5,7
Hyundai Creta,81080,Diesel,Manual,3,7.0,6
Hyundai i20,76460,Diesel,Manual,4,1.7,13
Mahindra XUV500,100000,Diesel,Manual,1,8.49,8
Maruti Alto K10,58280,Petrol,Manual,2,3.0,10
Maruti SX4,150000,Petrol,Manual,2,1.22,14
Maruti Swift Dzire,150000,Diesel,Manual,1,1.5,15
Honda Accord,220000,Petrol,Auto,1,3.75,12
Hyundai i20,88490,Petrol,Manual,2,1.74,15
Honda Amaze,42080,Petrol,Manual,1,5.37,3
Ford Figo,120000,Diesel,Manual,2,1.27,13
Tata ALTROZ,20610,Petrol,Manual,1,6.0,3
Honda City,190000,Diesel,Manual,1,4.54,9
Maruti Dzire,49900,Petrol,Manual,1,5.2,8
Hyundai GRAND I10 NIOS,42780,Petrol,Manual,1,6.19,2
Toyota Innova Crysta,170000,Diesel,Auto,1,18.5,7
Hyundai GRAND I10 NIOS,6630,Petrol,Manual,1,6.0,1
Hyundai Grand i10,44190,Petrol,Manual,2,2.96,9
Maruti Swift,41800,Petrol,Manual,1,6.5,3
Maruti Baleno,19180,Petrol,Manual,1,5.95,2
KIA SONET,23700,Petrol,Manual,1,8.01,4
Hyundai Grand i10,21040,Petrol,Manual,1,4.12,10
Honda WR-V,7870,Petrol,Manual,1,8.0,3
Tata Tiago,60650,Petrol,Manual,1,5.14,4
Maruti Ertiga,74510,Diesel,Manual,2,3.8,13
Maruti Baleno,92320,Diesel,Manual,2,4.0,9
Toyota Innova,140000,Diesel,Manual,3,3.2,14
Toyota Fortuner,150000,Diesel,Auto,3,9.5,12
Tata NEXON,63560,Petrol,Manual,1,7.57,4
Hyundai GRAND I10 NIOS,68450,Petrol,Manual,1,6.33,2
KIA SELTOS,120000,Diesel,Manual,1,8.25,4
Ford Ecosport,76070,Diesel,Manual,1,5.5,7
Maruti Grand Vitara,93630,Petrol,Manual,1,8.85,3
Maruti Ertiga,76960,Diesel,Manual,2,4.43,13
Toyota Fortuner,160000,Diesel,Manual,1,6.42,15
Maruti Dzire,77950,Diesel,Manual,3,5.0,7
Chevrolet Cruze,53610,Diesel,Manual,1,4.14,11
Toyota Fortuner,89930,Diesel,Manual,2,7.74,15
Hyundai Creta,57090,Petrol,Auto,2,14.14,4
Volkswagen Vento,79590,Petrol,Manual,1,7.0,5
Tata Tiago,9810,Petrol,Auto,1,6.28,1
Mercedes Benz E Class,75230,Diesel,Auto,3,11.01,10
Toyota Fortuner,140000,Diesel,Manual,3,11.42,11
MG HECTOR,50190,Petrol,Auto,1,10.0,5
KIA SONET,34940,Diesel,Auto,1,11.46,2
Chevrolet Cruze,170000,Diesel,Auto,1,4.5,11
Skoda Octavia,90100,Diesel,Manual,2,5.98,10
Toyota Innova Crysta,340000,Diesel,Manual,1,10.0,8
Tata PUNCH,24760,Petrol,Manual,1,6.3,3
Mahindra XUV500,98660,Diesel,Manual,3,5.53,9
MG HECTOR,11680,Petrol,Auto,1,18.0,2
Toyota Innova,140000,Diesel,Manual,2,7.5,10
Honda City,61340,Petrol,Manual,1,10.88,3
Honda City,65400,Petrol,Manual,1,11.0,3
Tata Harrier,140000,Diesel,Manual,2,10.5,6
Hyundai Creta,180000,Diesel,Auto,1,9.94,6
Volkswagen TAIGUN,85340,Petrol,Auto,1,14.18,3
Toyota Fortuner,110000,Diesel,Auto,2,13.5,10
Mahindra Thar,52640,Diesel,Auto,1,11.0,5
Hyundai i10,65700,Petrol,Manual,3,1.4,15
Tata ALTROZ,70050,Diesel,Manual,1,8.24,5
Renault Kwid,60960,Petrol,Manual,1,2.85,4
Honda Amaze,65340,Diesel,Manual,1,6.35,7
Hyundai Eon,52830,Petrol,Manual,1,2.85,11
Hyundai Grand i10,120000,Petrol,Manual,1,3.2,12
Renault Scala,250000,Diesel,Manual,2,2.71,12
Ford Figo,110000,Diesel,Manual,5,1.2,14
Honda City,110000,Diesel,Manual,2,4.0,11
Tata Tiago,41300,Petrol,Manual,1,4.55,7
Hyundai i10,62330,Petrol,Manual,2,2.65,12
Maruti Ertiga,95100,Diesel,Manual,2,9.95,6
Hyundai AURA,51000,Petrol,Manual,1,6.45,5
Skoda Rapid,190000,Diesel,Manual,3,3.12,12
Maruti Ciaz,94700,Diesel,Manual,1,6.79,10
Honda Amaze,33500,Petrol,Manual,1,8.25,1
Mahindra XUV500,140000,Diesel,Manual,4,3.8,12
Honda Mobilio,120000,Diesel,Manual,2,5.6,11
Honda City,48400,Petrol,Auto,1,11.01,3
Mahindra SCORPIO-N,79960,Diesel,Manual,1,18.5,2
Maruti S PRESSO,75000,Petrol,Manual,1,4.55,6
Tata NEXON EV,44090,Electric,Auto,1,10.55,3
Hyundai VENUE,43700,Petrol,Manual,3,6.99,3
Maruti Swift Dzire,190000,Diesel,Manual,4,2.5,11
Mahindra Scorpio,200000,Diesel,Manual,4,2.6,15
Renault Kwid,62490,Petrol,Manual,3,2.79,9
Volkswagen Polo,53790,Petrol,Manual,1,2.75,11
Toyota Etios,130000,Petrol,Manual,1,2.84,14
Ssangyong Rexton,96030,Diesel,Auto,2,4.37,11
Maruti Ertiga,130000,Petrol,Manual,3,4.5,10
Maruti Wagon R 1.0,98600,Petrol,Manual,1,3.37,9
Maruti Wagon R 1.0,180000,Petrol,Manual,6,1.72,14
Maruti S Cross,150000,Diesel,Manual,2,7.0,8
Hyundai Verna,81960,Petrol,Auto,1,8.5,4
Maruti Alto 800,47690,Petrol,Manual,2,2.5,11
Hyundai Creta,260000,Diesel,Manual,2,7.5,10
Maruti Ertiga,150000,Petrol,Manual,5,2.5,13
Honda City,140000,Diesel,Manual,1,4.05,10
Maruti Ciaz,150000,Diesel,Manual,3,3.52,10
Maruti Eeco,180000,Petrol,Manual,6,3.1,13
Renault TRIBER,60500,Petrol,Manual,2,6.0,3
Honda City,130000,Petrol,Manual,2,4.25,10
Toyota Etios Liva,150000,Diesel,Manual,2,3.63,13
Maruti Swift Dzire,72660,Petrol,Manual,2,3.75,13
Tata NEXON,83850,Diesel,Manual,1,13.84,2
Honda City,150000,Petrol,Manual,3,2.5,14
Maruti Dzire,97540,Diesel,Auto,1,7.5,7
Hyundai Xcent,87720,Diesel,Manual,2,4.68,8
Mahindra XUV500,180000,Diesel,Manual,6,2.5,14
KIA SELTOS,39300,Petrol,Manual,2,16.95,4
Hyundai VENUE,41480,Petrol,Manual,2,9.46,5
Honda WR-V,62060,Petrol,Manual,3,7.0,7
Maruti Vitara Brezza,120000,Diesel,Manual,2,6.2,9
Nissan Kicks,170000,Diesel,Manual,1,14.05,6
MG HECTOR,100000,Petrol,Auto,1,13.0,6
Tata NEXON EV,46530,Electric,Auto,1,12.5,3
Tata Safari,77350,Diesel,Auto,1,18.5,4
Tata PUNCH EV,20000,Electric,Auto,1,10.5,1
Maruti IGNIS,43390,Petrol,Manual,1,3.73,5
Ford Ecosport,40630,Diesel,Manual,2,3.71,9
Hyundai Santro Xing,83780,Petrol,Manual,1,1.87,12
Tata NEXON,50500,Petrol,Manual,1,5.25,5
Maruti Alto K10,49290,Petrol,Manual,2,1.42,15
Volkswagen Passat,150000,Diesel,Auto,5,2.12,14
Maruti Swift Dzire,76230,Petrol,Manual,1,4.07,9
Tata ALTROZ,26970,Petrol,Manual,1,5.57,5
Hyundai Creta,120000,Petrol,Manual,1,6.29,9
Tata Tiago,84880,Petrol,Manual,1,3.21,8
Maruti Swift Dzire,47220,Petrol,Manual,1,3.89,10
Chevrolet Spark,74410,Petrol,Manual,2,1.21,14
Hyundai Verna,100000,Diesel,Auto,1,4.56,9
Honda City,31560,Petrol,Manual,2,7.25,4
MG HECTOR,48000,Diesel,Manual,1,13.5,3
Toyota Fortuner,130000,Diesel,Auto,2,9.69,12
Nissan Sunny,100000,Petrol,Manual,3,1.38,13
Maruti Dzire,86430,Petrol,Manual,2,3.35,7
Hyundai i20,85620,Diesel,Manual,3,2.13,11
Skoda KUSHAQ,22880,Petrol,Manual,1,13.46,3
Volkswagen Polo,110000,Diesel,Manual,3,2.41,11
Maruti Alto 800,94900,Petrol,Manual,3,1.52,12
Ford Ecosport,100000,Diesel,Manual,4,2.99,11
Hyundai i20,90420,Diesel,Manual,3,2.19,11
Hyundai Grand i10,80780,Petrol,Auto,3,2.49,11
Maruti Wagon R 1.0,87070,Petrol,Manual,2,2.99,8
Renault TRIBER,110000,Petrol,Manual,3,3.0,5
Mahindra Kuv100,180000,Petrol,Manual,3,2.15,9
Volkswagen Polo,98850,Petrol,Manual,4,1.42,13
Maruti Baleno,120000,Petrol,Auto,3,3.71,8
Maruti Alto K10,110000,Petrol,Manual,3,1.7,9
Maruti Alto K10,12470,Petrol,Manual,1,4.5,2
Volkswagen Vento,100000,Diesel,Manual,1,4.0,10
Hyundai Creta,120000,Petrol,Manual,1,7.39,8
Volkswagen Polo,93720,Petrol,Manual,3,2.49,10
Tata TIGOR,51250,Petrol,Manual,1,6.4,3
Renault Duster,52480,Diesel,Manual,2,4.14,8
Renault TRIBER,82480,Petrol,Manual,1,5.14,3
Maruti Wagon R 1.0,110000,Petrol,Manual,4,1.32,14
Datsun Redi Go,130000,Petrol,Manual,2,1.44,7
Maruti XL6,110000,Petrol,Auto,2,7.97,5
Tata Tiago,35200,Petrol,Manual,2,5.84,3
Hyundai Creta,100000,Diesel,Auto,3,9.75,5
Maruti Ciaz,25340,Petrol,Auto,1,9.19,3
Mini Cooper Countryman,53430,Diesel,Auto,2,10.5,12
Tata Tiago,45250,Petrol,Manual,1,5.14,5
Maruti Ertiga,120000,Petrol,Manual,3,3.68,13
Hyundai Verna,170000,Diesel,Manual,3,3.17,11
Maruti Ertiga,120000,Diesel,Manual,2,5.32,7
Maruti Eeco,83060,Petrol,Manual,1,4.59,4
Audi Q5,130000,Diesel,Auto,4,4.8,13
BMW 5 Series,180000,Diesel,Auto,2,5.5,15
Mahindra XUV300,19710,Petrol,Manual,1,10.51,2
Mercedes Benz Ml Class,86000,Diesel,Auto,3,5.5,14
Mahindra XUV300,100000,Diesel,Auto,2,10.0,4
Honda Amaze,55800,Petrol,Manual,1,5.75,5
Toyota Etios,76790,Diesel,Manual,2,2.31,13
Hyundai Eon,28920,Petrol,Manual,1,1.8,13
Honda Amaze,150000,Diesel,Manual,1,2.74,12
Volkswagen Jetta,84010,Diesel,Manual,2,2.3,12
Hyundai Eon,93840,Petrol,Manual,1,2.0,8
Toyota Etios,75730,Diesel,Manual,3,1.6,13
Tata NEXON,14360,Petrol,Manual,1,6.97,4
Maruti Swift,52660,Diesel,Auto,1,4.2,7
Hyundai i10,72040,Petrol,Manual,3,1.44,15
Tata Manza,82630,Diesel,Manual,2,1.8,14
KIA CARENS,12560,Petrol,Manual,1,13.0,3
Renault Kwid,52510,Petrol,Manual,3,2.5,8
Nissan Sunny,73550,Diesel,Manual,1,1.28,13
Toyota Etios Liva,63440,Petrol,Manual,2,2.86,14
Hyundai i10,17540,Petrol,Manual,1,2.44,12
Hyundai GRAND I10 NIOS,35240,Petrol,Manual,1,5.14,5
Nissan Micra,90310,Diesel,Manual,3,1.63,12
Hyundai Eon,54420,Petrol,Manual,1,1.79,13
Nissan Terrano,240000,Diesel,Manual,1,3.75,8
Maruti Swift,72800,Petrol,Manual,1,2.8,13
Honda Amaze,459999,Petrol,Manual,1,5.3,6
Renault Lodgy,30500,Diesel,Manual,1,3.8,10
Maruti Swift Dzire,42490,Diesel,Manual,3,1.37,14
Maruti IGNIS,21850,Petrol,Manual,1,5.0,3
Honda City,67650,Petrol,Manual,1,6.37,9
Hyundai AURA,180000,Petrol,Manual,1,6.0,3
Hyundai Elite i20,79140,Petrol,Manual,1,4.75,7
Honda WR-V,50350,Petrol,Manual,1,6.0,7
MG ASTOR,2440,Petrol,Manual,1,14.5,2
Maruti Wagon R 1.0,60170,Petrol,Manual,2,3.2,7
Hyundai Creta,67690,Diesel,Manual,1,9.12,7
Maruti New Wagon-R,55600,Petrol,Manual,1,4.5,5
Hyundai ALCAZAR,120000,Diesel,Manual,1,11.5,4
Maruti Dzire,150000,Diesel,Manual,1,5.84,7
Mahindra Thar,48740,Diesel,Manual,1,14.2,2
Renault Kwid,87580,Petrol,Manual,1,1.49,10
Hyundai VENUE,120000,Petrol,Manual,1,5.9,4
Hyundai i10,150000,Petrol,Manual,5,1.07,14
Maruti Swift,92210,Diesel,Manual,3,4.54,8
Maruti Celerio,40880,Petrol,Manual,1,2.5,10
Tata Tiago,130000,Petrol,Manual,1,5.14,3
Maruti Swift,96230,Petrol,Manual,1,5.42,2
Mahindra TUV300,89440,Diesel,Manual,3,3.05,10
Hyundai Elite i20,110000,Diesel,Manual,2,3.86,9
Toyota Etios,98660,Diesel,Manual,3,3.71,8
Mahindra BOLERO NEO,10600,Diesel,Manual,1,9.5,2
Honda City,65200,Diesel,Manual,2,4.4,9
Hyundai VENUE,75990,Diesel,Manual,1,6.75,6
Jeep Compass,42520,Petrol,Auto,1,12.5,6
Maruti Dzire,33370,Petrol,Manual,1,5.5,6
Tata NEXON,5430,Petrol,Manual,1,8.83,1
Hyundai Grand i10,79530,Diesel,Manual,2,2.1,11
Maruti Baleno,3600,Petrol,Manual,1,4.6,5
Hyundai Verna,120000,Diesel,Manual,2,2.31,13
Tata Safari,180000,Diesel,Manual,2,1.76,11
Hyundai Grand i10,58800,Diesel,Manual,3,2.0,10
Hyundai Verna,110000,Diesel,Auto,3,6.0,8
Maruti Ritz,130000,Diesel,Manual,1,1.65,14
Maruti Zen Estilo,94520,Petrol,Manual,1,1.0,15
Tata PUNCH,33730,Petrol,Manual,1,6.25,3
Ford Ecosport,70860,Diesel,Manual,2,4.7,8
ISUZU D-Max V Cross,110000,Diesel,Manual,1,12.05,8
Honda Amaze,120000,Diesel,Manual,1,4.62,6
Ford Figo Aspire,9760,Petrol,Manual,1,6.05,4
Mahindra XUV500,110000,Diesel,Manual,3,4.41,10
Renault Duster,63290,Diesel,Manual,2,2.6,12
Honda Mobilio,190000,Diesel,Manual,3,2.79,10
Nissan MAGNITE,13940,Petrol,Auto,1,6.95,1
Mahindra Kuv100,75270,Diesel,Manual,2,3.06,9
Nissan Terrano,110000,Diesel,Manual,1,3.0,11
Tata Safari,110000,Diesel,Manual,2,11.5,4
Maruti New Wagon-R,69350,Petrol,Manual,1,4.33,5
Toyota Innova Crysta,240000,Diesel,Manual,1,11.01,8
Maruti Ertiga,53430,Petrol,Manual,1,10.0,4
Tata Safari Storme,140000,Diesel,Manual,4,5.48,8
Hyundai Grand i10,46910,Petrol,Manual,1,4.22,8
Tata ALTROZ,65970,Petrol,Manual,1,5.14,5
Hyundai i20,69340,Petrol,Manual,1,3.59,12
Maruti Wagon R 1.0,78850,Petrol,Manual,3,1.0,13
Tata ALTROZ,50410,Petrol,Manual,1,4.71,4
Toyota Innova,290000,Diesel,Manual,3,2.86,14
Maruti Swift Dzire,170000,Diesel,Manual,3,3.13,12
Maruti Ertiga,99560,Diesel,Manual,1,6.0,10
Hyundai Creta,120000,Diesel,Manual,1,7.5,6
KIA SELTOS,11450,Petrol,Auto,1,17.26,2
Toyota Fortuner,110000,Diesel,Manual,2,13.15,11
Tata Tiago,130000,Petrol,Auto,3,2.74,8
Nissan MAGNITE,22910,Petrol,Manual,2,4.41,4
Hyundai i10,150000,Petrol,Manual,3,1.6,10
Honda Brio,48490,Petrol,Manual,2,1.65,13
Hyundai i20,110000,Petrol,Manual,4,1.16,14
Maruti Alto K10,73260,Petrol,Manual,1,1.46,13
Renault TRIBER,62710,Petrol,Manual,2,3.45,5
Maruti Wagon R 1.0,83890,Petrol,Manual,1,1.85,11
Volkswagen Ameo,80830,Diesel,Manual,2,3.1,8
Hyundai i10,100000,Petrol,Auto,3,1.37,15
Chevrolet Cruze,2,Diesel,Manual,3,1.13,15
Ford Ecosport,430000,Diesel,Manual,2,4.43,8
Hyundai Creta,82530,Diesel,Manual,1,6.5,7
Skoda Rapid,72740,Petrol,Manual,1,6.5,4
Honda City,95430,Petrol,Auto,2,1.67,14
Maruti Swift,88630,Petrol,Manual,2,3.78,8
KIA SONET,79860,Diesel,Manual,2,9.48,5
Renault Kwid,93630,Petrol,Manual,1,3.21,5
Tata NEXON,130000,Diesel,Manual,1,11.38,3
Tata Harrier,87480,Diesel,Manual,1,14.21,3
Mahindra Scorpio,92950,Diesel,Manual,4,3.5,11
Tata Harrier,92030,Diesel,Manual,3,12.82,5
Skoda Superb,83340,Petrol,Auto,3,11.0,8
Tata Safari,120000,Diesel,Manual,1,14.38,4
Hyundai Grand i10,27080,Petrol,Manual,1,4.26,7
Hyundai GRAND I10 NIOS,21150,Petrol,Manual,1,5.99,3
Maruti Swift Dzire,89390,Diesel,Manual,2,2.34,9
Renault Duster,120000,Diesel,Manual,1,4.15,9
Ford New Figo,92390,Diesel,Manual,3,2.24,10
Maruti Swift Dzire,79090,Diesel,Manual,2,2.13,11
Maruti IGNIS,48150,Petrol,Auto,1,5.29,5
Skoda Rapid,73640,Petrol,Manual,1,1.94,12
Maruti Celerio,66900,Diesel,Manual,3,1.25,10
Tata Curvv,12210,Diesel,Manual,1,11.88,1
Maruti Swift Dzire,140000,Diesel,Manual,3,1.24,11
Maruti Wagon R 1.0,170000,Petrol,Manual,1,2.25,11
Hyundai Creta,92320,Diesel,Manual,3,5.5,8
Mahindra Bolero,81130,Diesel,Manual,5,1.88,13
Maruti Celerio,110000,Petrol,Auto,1,2.81,7
Hyundai Elite i20,71800,Diesel,Manual,1,4.99,7
Honda Jazz,160000,Petrol,Manual,2,1.08,14
Hyundai Creta,37800,Petrol,Manual,2,7.47,5
Maruti Swift,37090,Petrol,Auto,1,5.4,5
Hyundai i20,79500,Petrol,Manual,2,2.29,12
Hyundai i20 Active,92400,Diesel,Manual,2,3.84,8
Hyundai Xcent,120000,Diesel,Manual,3,2.09,9
Volkswagen Ameo,240000,Petrol,Manual,2,3.24,9
Hyundai i20,63690,Petrol,Manual,3,1.06,14
Hyundai New Elantra,71990,Diesel,Manual,3,2.0,12
Renault Kwid,57670,Petrol,Manual,3,2.86,5
Ford Figo Aspire,160000,Diesel,Manual,3,2.32,9
Honda Brio,95890,Petrol,Manual,1,2.55,11
Hyundai Creta,290000,Diesel,Manual,1,6.47,9
Toyota Corolla Altis,120000,Petrol,Manual,3,1.99,14
Honda Amaze,130000,Diesel,Manual,2,2.3,10
Hyundai Elite i20,78380,Petrol,Manual,1,4.5,9
Volkswagen Polo,100000,Diesel,Manual,1,1.1,14
Hyundai Grand i10,68460,Petrol,Manual,1,4.14,6
Maruti Swift,85070,Diesel,Manual,2,1.92,14
Volkswagen Ameo,130000,Diesel,Manual,2,3.43,7
Maruti IGNIS,110000,Petrol,Manual,1,3.11,7
